clf,dataset_name,dataset_type,auc,distances
RSIF,6_cardio,numerical,0.888,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9582,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9572,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9288,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9262,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9273,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9234,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9313,eucl_cosi
RSIF,6_cardio,numerical,0.8351,eucl_cosi
RSIF,6_cardio,numerical,0.8614,eucl_cosi
RSIF,6_cardio,numerical,0.8889,eucl_cosi
RSIF,6_cardio,numerical,0.9077,eucl_cosi
RSIF,6_cardio,numerical,0.9229,eucl_cosi
RSIF,6_cardio,numerical,0.8618,eucl_cosi
RSIF,6_cardio,numerical,0.8311,eucl_cosi
RSIF,6_cardio,numerical,0.7995,eucl_cosi
RSIF,6_cardio,numerical,0.8425,eucl_cosi
RSIF,6_cardio,numerical,0.9557,eucl_cheb
RSIF,6_cardio,numerical,0.9313,eucl_cheb
RSIF,6_cardio,numerical,0.9389,eucl_cheb
RSIF,6_cardio,numerical,0.9497,eucl_cheb
RSIF,6_cardio,numerical,0.948,eucl_cheb
RSIF,6_cardio,numerical,0.9773,eucl_cheb
RSIF,6_cardio,numerical,0.9521,eucl_cheb
RSIF,6_cardio,numerical,0.9286,eucl_cheb
RSIF,6_cardio,numerical,0.9336,eucl_cheb
RSIF,6_cardio,numerical,0.954,eucl_cheb
RSIF,6_cardio,numerical,0.9569,eucl
RSIF,6_cardio,numerical,0.9267,eucl
RSIF,6_cardio,numerical,0.927,eucl
RSIF,6_cardio,numerical,0.932,eucl
RSIF,6_cardio,numerical,0.9437,eucl
RSIF,6_cardio,numerical,0.9598,eucl
RSIF,6_cardio,numerical,0.9398,eucl
RSIF,6_cardio,numerical,0.9274,eucl
RSIF,6_cardio,numerical,0.9055,eucl
RSIF,6_cardio,numerical,0.9251,eucl
RSIF,6_cardio,numerical,0.9557,cosi_cheb
RSIF,6_cardio,numerical,0.8197,cosi_cheb
RSIF,6_cardio,numerical,0.8984,cosi_cheb
RSIF,6_cardio,numerical,0.8994,cosi_cheb
RSIF,6_cardio,numerical,0.881,cosi_cheb
RSIF,6_cardio,numerical,0.9648,cosi_cheb
RSIF,6_cardio,numerical,0.9053,cosi_cheb
RSIF,6_cardio,numerical,0.9308,cosi_cheb
RSIF,6_cardio,numerical,0.8989,cosi_cheb
RSIF,6_cardio,numerical,0.9047,cosi_cheb
RSIF,6_cardio,numerical,0.5361,cosi
RSIF,6_cardio,numerical,0.4569,cosi
RSIF,6_cardio,numerical,0.602,cosi
RSIF,6_cardio,numerical,0.4632,cosi
RSIF,6_cardio,numerical,0.4328,cosi
RSIF,6_cardio,numerical,0.5278,cosi
RSIF,6_cardio,numerical,0.508,cosi
RSIF,6_cardio,numerical,0.4061,cosi
RSIF,6_cardio,numerical,0.4081,cosi
RSIF,6_cardio,numerical,0.5171,cosi
RSIF,6_cardio,numerical,0.971,cheb
RSIF,6_cardio,numerical,0.9591,cheb
RSIF,6_cardio,numerical,0.9343,cheb
RSIF,6_cardio,numerical,0.9625,cheb
RSIF,6_cardio,numerical,0.9429,cheb
RSIF,6_cardio,numerical,0.9788,cheb
RSIF,6_cardio,numerical,0.9541,cheb
RSIF,6_cardio,numerical,0.9457,cheb
RSIF,6_cardio,numerical,0.9453,cheb
RSIF,6_cardio,numerical,0.9542,cheb
RSIF,26_optdigits,numerical,0.6368,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.7449,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.7369,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.7836,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.688,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.6395,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.7469,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.4981,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.7629,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.5296,manh_eucl_cosi
RSIF,26_optdigits,numerical,0.6972,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.5445,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.5981,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.6288,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.6283,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.5611,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.6325,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.6213,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.6283,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.5461,manh_eucl_cheb
RSIF,26_optdigits,numerical,0.4896,manh_eucl
RSIF,26_optdigits,numerical,0.4636,manh_eucl
RSIF,26_optdigits,numerical,0.5791,manh_eucl
RSIF,26_optdigits,numerical,0.6798,manh_eucl
RSIF,26_optdigits,numerical,0.703,manh_eucl
RSIF,26_optdigits,numerical,0.5572,manh_eucl
RSIF,26_optdigits,numerical,0.5656,manh_eucl
RSIF,26_optdigits,numerical,0.6481,manh_eucl
RSIF,26_optdigits,numerical,0.624,manh_eucl
RSIF,26_optdigits,numerical,0.5116,manh_eucl
RSIF,26_optdigits,numerical,0.5832,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.6883,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.7079,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.7484,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.6479,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.4922,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.6834,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.6687,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.733,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.638,manh_cosi_cheb
RSIF,26_optdigits,numerical,0.6874,manh_cosi
RSIF,26_optdigits,numerical,0.6902,manh_cosi
RSIF,26_optdigits,numerical,0.758,manh_cosi
RSIF,26_optdigits,numerical,0.6218,manh_cosi
RSIF,26_optdigits,numerical,0.8115,manh_cosi
RSIF,26_optdigits,numerical,0.6375,manh_cosi
RSIF,26_optdigits,numerical,0.8004,manh_cosi
RSIF,26_optdigits,numerical,0.7347,manh_cosi
RSIF,26_optdigits,numerical,0.6939,manh_cosi
RSIF,26_optdigits,numerical,0.5315,manh_cosi
RSIF,26_optdigits,numerical,0.5603,manh_cheb
